,cusip,tic,ticker,extraction_info,totals,extracted,errors,flag_tag,move_error
117122,23204G100,CUBI,CUBI,"9, 9, 0, []",9,9,0,1,0
117238,68403P203,ORMP,ORMP,"11, 11, 0, []",11,11,0,1,0
117348,737446104,POST,POST,"8, 8, 0, []",8,8,0,1,0
117384,88708X602,MTG.,MTG,"24, 24, 0, []",24,24,0,1,1
117544,34552U104,FELP,FELP,"5, 5, 0, []",5,5,0,1,0
117821,26885B100,EQM,EQM,"8, 8, 0, []",8,8,0,1,0
118025,095395307,BDCO,BDCO,"18, 18, 0, []",18,18,0,1,1
118306,02687C109,AIVN,AIVN,"11, 11, 0, []",11,11,0,1,0
118924,69336V101,PGTI,PGTI,"14, 14, 0, []",14,14,0,1,0
119174,00448Q201,ACHN,ACHN,"13, 13, 0, []",13,13,0,1,0
119186,74915M100,QRTEA,QRTEA,"14, 14, 0, []",14,14,0,1,0
119357,48242W106,KBR,KBR,"14, 14, 0, []",14,14,0,1,0
119370,76218Y202,RHNO,RHNO,"9, 9, 0, []",9,9,0,1,0
119570,525558201,LMAT,LMAT,"14, 14, 0, []",14,14,0,1,0
119706,97382A309,WINMQ,WINMQ,"15, 15, 0, []",15,15,0,1,0
119718,71715N106,VRUS.1,VRUS,"5, 5, 0, []",5,5,0,1,0
119723,60671Q104,MITL,MITL,"9, 9, 0, []",9,9,0,1,0
119746,45774N108,IPHS,IPHS,"13, 13, 0, []",13,13,0,1,0
119797,68827R108,OSIR,OSIR,"11, 11, 0, []",11,11,0,1,0
119862,98310W108,WYND,WYND,"14, 14, 0, []",14,14,0,1,0
120197,82966C103,SIRO,SIRO,"19, 19, 0, []",19,19,0,1,0
120686,43129M107,HPGP,HPGP,"3, 3, 0, []",3,3,0,1,0
120722,004764106,APKT,APKT,"7, 7, 0, []",7,7,0,1,0
120864,26985R104,EROC,EROC,"9, 9, 0, []",9,9,0,1,0
120873,G94368100,WCRX,WCRX,"7, 7, 0, []",7,7,0,1,0
121321,959802109,WU,WU,"14, 14, 0, []",14,14,0,1,0
121384,79971C201,SNMP,SNMP,"13, 13, 0, []",13,13,0,1,0
121418,25960P109,DEI,DEI,"14, 14, 0, []",14,14,0,1,0
121444,864909106,SCMP,SCMP,"10, 10, 0, []",10,10,0,1,0
121547,82568P304,SFLY,SFLY,"13, 13, 0, []",13,13,0,1,0
121613,336433107,FSLR,FSLR,"14, 14, 0, []",14,14,0,1,0
121865,38068T105,GORO,GORO,"13, 13, 0, []",13,13,0,1,0
121959,45665G303,INFI,INFI,"20, 20, 0, []",20,20,0,1,0
122348,19249M102,COHN,COHN,"16, 16, 0, []",16,16,0,1,0
122412,04247X102,AWI,AWI,"27, 27, 0, []",27,27,0,1,0
122627,03957U100,APLP,APLP,"14, 14, 0, []",14,14,0,1,0
122652,37946S107,GEGSQ,GEGSQ,"4, 4, 0, []",4,4,0,1,0
122748,79546E104,SBH,SBH,"14, 14, 0, []",14,14,0,1,0
122761,29084T104,EM.3,EM,"6, 6, 0, []",6,6,0,1,0
122843,14888U101,CPRX,CPRX,"13, 13, 0, []",13,13,0,1,0
122859,411307200,HNSN,HNSN,"10, 10, 0, []",10,10,0,1,0
122884,719427106,FACE,FACE,"6, 6, 0, []",6,6,0,1,0
123177,62948N104,NMX.1,NMX,"8, 8, 0, []",8,8,0,1,0
123602,14912Y202,CTT,CTT,"14, 14, 0, []",14,14,0,1,0
123672,14574X104,TAST,TAST,"13, 13, 0, []",13,13,0,1,0
123696,401692108,GUID,GUID,"11, 11, 0, []",11,11,0,1,0
123765,233153204,DCT,DCT,"16, 16, 0, []",16,16,0,1,0
123804,46432L104,ISLN,ISLN,"4, 4, 0, []",4,4,0,1,0
123849,205859101,COMV,COMV,"5, 5, 0, []",5,5,0,1,0
123943,913788105,UPGI,UPGI,"7, 7, 0, []",7,7,0,1,0
123994,74316X101,PFIE,PFIE,"12, 12, 0, []",12,12,0,1,0
124064,871043105,SDXC,SDXC,"4, 4, 0, []",4,4,0,1,0
124067,03525N109,AHII.,AHII,"2, 2, 0, []",2,2,0,1,1
124084,M51363113,MLNX,MLNX,"14, 14, 0, []",14,14,0,1,0
124257,88732J207,TWC,TWC,"10, 10, 0, []",10,10,0,1,0
124507,923359103,VRAZ,VRAZ,"7, 7, 0, []",7,7,0,1,0
124606,83616T108,FIRE,FIRE,"6, 6, 0, []",6,6,0,1,0
124765,90343C100,PRTS,PRTS,"14, 14, 0, []",14,14,0,1,0
124777,68401H104,OPTR,OPTR,"7, 7, 0, []",7,7,0,1,0
125115,415858109,HROW,HROW,"12, 12, 0, []",12,12,0,1,0
125146,440694305,ZINCQ,ZINCQ,"9, 9, 0, []",9,9,0,1,0
125167,18681B202,CMO.H,CMOH,"17, 17, 0, []",17,17,0,1,1
125206,135694107,CFS.,CFS,"16, 16, 0, []",16,16,0,1,1
125215,87611X105,NGLS,NGLS,"14, 14, 0, []",14,14,0,1,0
125285,45841N107,IBKR,IBKR,"13, 13, 0, []",13,13,0,1,0
125310,29667D104,ESSA,ESSA,"13, 13, 0, []",13,13,0,1,0
