,cusip,tic,ticker,extraction_info,totals,extracted,errors
3905,876287103,TARRQ,TARRQ,"11, 11, 0, []",11,11,0
3907,893617209,TCI,TCI,"25, 25, 0, []",25,25,0
3931,209115104,ED,ED,"23, 23, 0, []",23,23,0
3943,205944101,CNW,CNW,"22, 22, 1, ['08']",22,22,1
3951,08986R309,BH,BH,"2, 2, 0, []",2,2,0
3963,210226106,CTO,CTO,"26, 26, 1, ['07']",26,26,1
3987,125896100,CMS,CMS,"27, 27, 0, []",27,27,0
4000,66999A937,NVLD,NVLD,"0, 0, 0, []",0,0,0
4002,211615307,CUO,CUO,"25, 25, 2, ['07', '06']",25,25,2
4014,212015101,CLR,CLR,"19, 19, 0, []",19,19,0
4026,15699X929,4622B,4622B,"0, 0, 0, []",0,0,0
4028,G24140108,CBE,CBE,"10, 10, 0, []",10,10,0
4033,216831107,CTB,CTB,"27, 27, 2, ['02', '01']",27,27,2
4045,216648402,COO,COO,"27, 27, 0, []",27,27,0
4058,60871R209,TAP,TAP,"27, 27, 0, []",27,27,0
4071,45899A932,ICMC.1,ICMC,"0, 0, 0, []",0,0,0
4076,218349108,CBYDF,CBYDF,"0, 0, 0, []",0,0,0
4089,219350105,GLW,GLW,"27, 27, 0, []",27,27,0
4102,219387107,CNIG,CNIG,"7, 7, 0, []",7,7,0
4115,134920107,CBDLF,CBDLF,"0, 0, 0, []",0,0,0
4122,221295207,CSMO,CSMO,"0, 0, 0, []",0,0,0
4128,89899X930,2289B,2289B,"0, 0, 0, []",0,0,0
4139,222372104,CFC.3,CFC,"15, 15, 0, []",15,15,0
4141,222660102,CRRC,CRRC,"20, 20, 0, []",20,20,0
4149,222795502,CUZ,CUZ,"27, 27, 0, []",27,27,0
4175,22410J106,CBRL,CBRL,"21, 21, 1, ['07']",21,21,1
4188,224399105,CR,CR,"27, 27, 1, ['98']",27,27,1
4200,224633206,CRD.A,CRDA,"25, 25, 0, []",25,25,0
4212,04538V203,APYI,APYI,"1, 1, 0, []",1,1,0
4214,02635K005,AGC1,AGC1,"0, 0, 0, []",0,0,0
4226,68268W103,OMF,OMF,"7, 7, 0, []",7,7,0
4238,225439207,CRED.1,CRED,"10, 10, 0, []",10,10,0
4243,163893209,CHMT,CHMT,"18, 18, 1, ['05']",18,18,1
4253,22149T102,ATX,ATX,"19, 19, 4, ['04', '06', '03', '05']",19,19,4
4259,228368106,CCK,CCK,"18, 18, 0, []",18,18,0
4272,228309100,CRWS,CRWS,"25, 25, 0, []",25,25,0
4285,229669106,CUB,CUB,"26, 26, 0, []",26,26,0
4298,229899109,CFR,CFR,"27, 27, 1, ['03']",27,27,1
4324,230215105,CULP,CULP,"25, 25, 2, ['08', '07']",25,25,2
4337,231021106,CMI,CMI,"27, 27, 0, []",27,27,0
4350,231561101,CW,CW,"28, 28, 2, ['13', '05']",28,28,2
4362,36254L100,GTBP,GTBP,"0, 0, 0, []",0,0,0
4374,233326107,DST,DST,"22, 22, 0, []",22,22,0
4385,95058W100,WEN,WEN,"27, 27, 2, ['05', '96']",27,27,2
4397,235825205,DAN,DAN,"27, 27, 3, ['00', '01', '03']",27,27,3
4410,235851102,DHR,DHR,"27, 27, 1, ['94']",27,27,1
4423,237690102,DAIO,DAIO,"25, 25, 0, []",25,25,0
4435,23899E931,DRAM.1,DRAM,"0, 0, 0, []",0,0,0
4445,238113104,DSCP,DSCP,"14, 14, 0, []",14,14,0
4447,238532105,7183B,7183B,"0, 0, 0, []",0,0,0
4459,239360100,DWSN,DWSN,"13, 13, 0, []",13,13,0
4471,239467103,DXR,DXR,"18, 18, 0, []",18,18,0
4476,87612E106,TGT,TGT,"26, 26, 0, []",26,26,0
4489,23399M003,AES5,AES5,"0, 0, 0, []",0,0,0
4501,241496108,7413B,7413B,"0, 0, 0, []",0,0,0
4502,G9363W104,VIEWF,VIEWF,"0, 0, 0, []",0,0,0
4509,242728103,DEBS,DEBS,"13, 13, 0, []",13,13,0
4510,243631207,DINIQ,DINIQ,"0, 0, 0, []",0,0,0
4513,244199105,DE,DE,"27, 27, 0, []",27,27,0
4526,244217006,DE1,DE1,"0, 0, 0, []",0,0,0
4539,23328R206,DGTC,DGTC,"16, 16, 0, []",16,16,0
4548,233347202,DVLN,DVLN,"13, 13, 1, ['10']",13,13,1
4558,247361702,DAL,DAL,"26, 26, 1, ['07']",26,26,1
4571,247748106,DGAS,DGAS,"24, 24, 0, []",24,24,0
4582,248019101,DLX,DLX,"27, 27, 0, []",27,27,0
4594,449020205,HTEC.1,HTEC,"12, 12, 0, []",12,12,0
4597,250685104,DTRX,DTRX,"0, 0, 0, []",0,0,0
4607,233331107,DTE,DTE,"25, 25, 1, ['13']",25,25,1
4620,00737L103,ATGE,ATGE,"24, 24, 0, []",24,24,0
4633,252063102,DEWY,DEWY,"20, 20, 1, ['11']",20,20,1
4646,532187101,LCBM,LCBM,"13, 13, 0, []",13,13,0
4647,23330X100,DRS,DRS,"14, 14, 0, []",14,14,0
4649,252831102,DIAC,DIAC,"2, 2, 0, []",2,2,0
4650,74737V106,PYX,PYX,"24, 24, 10, ['04', '07', '08', '11', '03', '10', '09', '02', '06', '05']",24,24,10
4663,253651103,DBD,DBD,"26, 26, 3, ['03', '02', '00']",26,26,3
4676,656553104,NSYS,NSYS,"24, 24, 1, ['96']",24,24,1
4688,254067101,DDS,DDS,"26, 26, 0, []",26,26,0
4701,254543101,DIOD,DIOD,"25, 25, 2, ['08', '06']",25,25,2
4714,254546104,DNEX,DNEX,"16, 16, 0, []",16,16,0
4718,254547102,DION,DION,"4, 4, 3, ['11', '09', '10']",4,4,3
4723,254687106,DIS,DIS,"1, 1, 0, []",1,1,0
4736,255519100,DXYN,DXYN,"26, 26, 11, ['04', '10', '08', '03', '09', '05', '12', '11', '06', '02', '07']",26,26,11
4748,256677105,DG,DG,"25, 25, 0, []",25,25,0
4761,958211203,WFSTF,WFSTF,"0, 0, 0, []",0,0,0
4774,25746U109,D,D,"26, 26, 1, ['03']",26,26,1
4786,257651109,DCI,DCI,"26, 26, 3, ['11', '12', '10']",26,26,3
4799,257867200,RRD,RRD,"27, 27, 3, ['02', '03', '01']",27,27,3
4811,25820R105,DMLP,DMLP,"18, 18, 0, []",18,18,0
4823,21036U206,CNSTQ,CNSTQ,"0, 0, 0, []",0,0,0
4826,973146103,WNEA,WNEA,"3, 3, 0, []",3,3,0
4830,296064108,ESCRQ,ESCRQ,"11, 11, 10, ['10', '15', '07', '96', '13', '08', '09', '12', '11', '14']",11,11,10
4838,260003108,DOV,DOV,"27, 27, 0, []",27,27,0
4851,260147103,DVI.Z,DVIZ,"0, 0, 0, []",0,0,0
4852,26614N102,DD,DD,"3, 3, 0, []",3,3,0
4865,261018105,DWNFQ,DWNFQ,"12, 12, 2, ['04', '05']",12,12,2
4867,681919106,OMC,OMC,"27, 27, 2, ['11', '10']",27,27,2
4880,04351G200,ASNA,ASNA,"9, 9, 0, []",9,9,0
4893,51807U101,LCRD,LCRD,"15, 15, 3, ['06', '09', '07']",15,15,3
4897,263534109,DD.2,DD,"3, 3, 0, []",3,3,0
4907,001600105,ALCSQ,ALCSQ,"0, 0, 0, []",0,0,0
4915,264147109,DCO,DCO,"25, 25, 0, []",25,25,0
4927,26441C204,DUK,DUK,"14, 14, 0, []",14,14,0
4940,26483E100,DNB,DNB,"18, 18, 0, []",18,18,0
4951,34354P105,FLS,FLS,"26, 26, 0, []",26,26,0
4964,267475101,DY,DY,"26, 26, 0, []",26,26,0
4976,268157401,DYNT,DYNT,"13, 13, 0, []",13,13,0
4989,268057106,DRCO,DRCO,"19, 19, 1, ['03']",19,19,1
4995,191042100,COBR,COBR,"20, 20, 0, []",20,20,0
5002,268102209,DYSL,DYSL,"11, 11, 1, ['13']",11,11,1
5015,714046109,PKI,PKI,"27, 27, 2, ['03', '02']",27,27,2
5028,59299Q934,MTWD.1,MTWD,"0, 0, 0, []",0,0,0
5034,868607102,STS,STS,"22, 22, 5, ['09', '04', '03', '02', '05']",22,22,5
5044,269305405,EZEM,EZEM,"13, 13, 1, ['05']",13,13,1
5045,276317104,EML,EML,"26, 26, 0, []",26,26,0
5057,277276101,EGP,EGP,"25, 25, 0, []",25,25,0
5083,277461406,KODK,KODK,"26, 26, 1, ['08']",26,26,1
5095,G29183103,ETN,ETN,"8, 8, 0, []",8,8,0
5108,278265103,EV,EV,"26, 26, 3, ['96', '05', '95']",26,26,3
5134,278865100,ECL,ECL,"27, 27, 0, []",27,27,0
5147,281479105,EDUC,EDUC,"23, 23, 0, []",23,23,0
5160,281760108,AGE.1,AGE,"1, 1, 0, []",1,1,0
5162,283677854,EE,EE,"24, 24, 0, []",24,24,0
5174,28336L109,EP,EP,"0, 0, 0, []",0,0,0
5179,284131208,ELN,ELN,"0, 0, 0, []",0,0,0
5185,285218103,ELRC,ELRC,"22, 22, 0, []",22,22,0
5195,285229100,ESIO,ESIO,"24, 24, 0, []",24,24,0
5207,285233102,ELSE,ELSE,"11, 11, 0, []",11,11,0
5219,285353801,ELL.Z.,ELLZ,"0, 0, 0, []",0,0,0
5220,26873N108,ELMG,ELMG,"17, 17, 0, []",17,17,0
5224,285861100,ETCIA,ETCIA,"0, 0, 0, []",0,0,0
5236,290160100,ELRNF,ELRNF,"0, 0, 0, []",0,0,0
5246,291011104,EMR,EMR,"26, 26, 2, ['07', '08']",26,26,2
5259,291087203,MSN,MSN,"25, 25, 0, []",25,25,0
5272,291641108,EDE,EDE,"22, 22, 0, []",22,22,0
5281,292475209,ELX,ELX,"20, 20, 5, ['96', '05', '98', '99', '95']",20,20,5
5289,78461U101,SORL,SORL,"16, 16, 2, ['08', '07']",16,16,2
5301,29265N108,EGN,EGN,"24, 24, 0, []",24,24,0
5312,292659109,ENERQ,ENERQ,"0, 0, 0, []",0,0,0
5317,G48833100,WFTIF,WFTIF,"5, 5, 0, []",5,5,0
5329,049560105,ATO,ATO,"26, 26, 0, []",26,26,0
5342,56585W401,MARA,MARA,"8, 8, 0, []",8,8,0
5350,293389102,EBF,EBF,"25, 25, 0, []",25,25,0
5363,293904108,ENZN,ENZN,"26, 26, 1, ['12']",26,26,1
5375,92831R201,VKSC,VKSC,"12, 12, 2, ['07', '06']",12,12,2
5386,294092101,ETCC,ETCC,"0, 0, 0, []",0,0,0
5399,294100102,ENZ,ENZ,"25, 25, 1, ['99']",25,25,1
5412,294429105,EFX,EFX,"26, 26, 0, []",26,26,0
5425,26884L109,EQT,EQT,"27, 27, 0, []",27,27,0
5437,294821608,ERIC,ERIC,"0, 0, 0, []",0,0,0
5450,296056104,ESCA,ESCA,"25, 25, 0, []",25,25,0
5462,296650104,ESP,ESP,"22, 22, 0, []",22,22,0
5475,297425100,ESL,ESL,"26, 26, 4, ['15', '16', '17', '14']",26,26,4
5487,651587107,NEU,NEU,"16, 16, 0, []",16,16,0
5500,299096107,ESCC,ESCC,"26, 26, 1, ['10']",26,26,1
5512,300645108,EXAR,EXAR,"22, 22, 0, []",22,22,0
5527,496719105,KINS,KINS,"12, 12, 0, []",12,12,0
5543,302130109,EXPD,EXPD,"25, 25, 0, []",25,25,0
5556,87311M102,TXCOQ,TXCOQ,"0, 0, 0, []",0,0,0
5558,23291C103,BOOM,BOOM,"22, 22, 4, ['06', '05', '10', '11']",22,22,4
5571,45774W108,IIIN,IIIN,"25, 25, 0, []",25,25,0
5584,30231G102,XOM,XOM,"27, 27, 0, []",27,27,0
5596,302491303,FMC,FMC,"27, 27, 0, []",27,27,0
5609,686588104,OHBIQ,OHBIQ,"14, 14, 1, ['04']",14,14,1
5611,65339F101,NEE,NEE,"27, 27, 7, ['02', '06', '04', '05', '07', '03', '08']",27,27,7
5624,47758P307,JAS,JAS,"17, 17, 0, []",17,17,0
5629,73943L100,PRRE,PRRE,"0, 0, 0, []",0,0,0
5632,090686205,HAIR.1,HAIR,"0, 0, 0, []",0,0,0
5635,307000109,FDO,FDO,"20, 20, 0, []",20,20,0
5643,307260307,FELI,FELI,"12, 12, 1, ['05']",12,12,1
5645,307675108,FARM,FARM,"26, 26, 0, []",26,26,0
5658,31428X106,FDX,FDX,"22, 22, 0, []",22,22,0
5671,781903604,RUSMF,RUSMF,"0, 0, 0, []",0,0,0
5684,313549404,FDML,FDML,"10, 10, 1, ['10']",10,10,1
5694,313586109,FNMA,FNMA,"18, 18, 0, []",18,18,0
5718,313747206,FRT,FRT,"27, 27, 0, []",27,27,0
5744,19329V105,COLE,COLE,"5, 5, 0, []",5,5,0
5747,313819104,FSCR,FSCR,"0, 0, 0, []",0,0,0
5760,313855108,FSS,FSS,"27, 27, 0, []",27,27,0
5772,55616P104,M,M,"25, 25, 0, []",25,25,0
5785,315405100,FOE,FOE,"27, 27, 0, []",27,27,0
5797,128058203,CLBS,CLBS,"25, 25, 1, ['08']",25,25,1
5809,316773100,FITB,FITB,"27, 27, 13, ['12', '18', '16', '07', '08', '06', '19', '17', '13', '20', '15', '14', '11']",27,27,13
5835,806373106,SGK,SGK,"20, 20, 0, []",20,20,0
5842,45899F931,IDC,IDC,"18, 18, 2, ['02', '03']",18,18,2
5853,318071404,FINGF,FINGF,"0, 0, 0, []",0,0,0
5866,7591EP100,RF,RF,"16, 16, 0, []",16,16,0
5892,337915102,FMER,FMER,"23, 23, 2, ['01', '02']",23,23,2
5910,448640102,HPAC,HPAC,"2, 2, 0, []",2,2,0
5913,898402102,TRMK,TRMK,"27, 27, 4, ['10', '06', '09', '07']",27,27,4
5939,31946M103,FCNCA,FCNCA,"25, 25, 0, []",25,25,0
5963,30246C104,FCIC,FCIC,"11, 11, 0, []",11,11,0
5976,55261F104,MTB,MTB,"27, 27, 3, ['04', '02', '03']",27,27,3
6000,320222102,4069B,4069B,"0, 0, 0, []",0,0,0
6002,320488109,FHRT,FHRT,"21, 21, 2, ['03', '05']",21,21,2
6014,902973304,USB,USB,"27, 27, 12, ['98', '00', '04', '94', '96', '13', '95', '97', '03', '05', '02', '99']",27,27,12
6040,320517105,FHN,FHN,"27, 27, 0, []",27,27,0
6066,929903102,WB.3,WB,"0, 0, 0, []",0,0,0
6068,976391300,FUR,FUR,"26, 26, 1, ['00']",26,26,1
6086,338517105,BDL,BDL,"20, 20, 0, []",20,20,0
6099,558912200,MALJF,MALJF,"0, 0, 0, []",0,0,0
6111,339099103,FLTWQ,FLTWQ,"15, 15, 0, []",15,15,0
6113,339382103,FLXS,FLXS,"25, 25, 5, ['13', '14', '18', '17', '12']",25,25,5
6126,341081008,FPL1,FPL1,"0, 0, 0, []",0,0,0
6139,26499R004,DUK9,DUK9,"0, 0, 0, []",0,0,0
6151,341135101,FPU,FPU,"15, 15, 0, []",15,15,0
6153,341140101,FRK,FRK,"14, 14, 0, []",14,14,0
6154,343468104,FLOW.1,FLOW,"5, 5, 0, []",5,5,0
6161,343498101,FLO,FLO,"20, 20, 0, []",20,20,0
6173,343412102,FLR,FLR,"19, 19, 0, []",19,19,0
6185,344437405,FONR,FONR,"25, 25, 2, ['18', '19']",25,25,2
6198,345370860,F,F,"27, 27, 8, ['17', '18', '12', '15', '16', '19', '13', '14']",27,27,8
6211,345397004,F1,F1,"0, 0, 0, []",0,0,0
6224,345605109,FCE.A,FCEA,"3, 3, 0, []",3,3,0
6248,345838106,FRX,FRX,"21, 21, 0, []",21,21,0
6256,34699Q933,FST,FST,"0, 0, 0, []",0,0,0
6263,74112U202,PVEN,PVEN,"0, 0, 0, []",0,0,0
6266,350060109,FSTR,FSTR,"25, 25, 0, []",25,25,0
6278,H27178104,FWLT,FWLT,"13, 13, 0, []",13,13,0
6285,353514102,FELE,FELE,"25, 25, 2, ['07', '06']",25,25,2
6298,354613101,BEN,BEN,"27, 27, 0, []",27,27,0
6324,355540204,FRWL,FRWL,"3, 3, 0, []",3,3,0
6329,358010106,FEIM,FEIM,"25, 25, 3, ['07', '09', '08']",25,25,3
6342,358435105,FRD,FRD,"25, 25, 1, ['12']",25,25,1
6355,358748101,FRS,FRS,"21, 21, 0, []",21,21,0
6364,359360104,FFEX,FFEX,"19, 19, 2, ['07', '06']",19,19,2
6370,35958N107,FUJIY,FUJIY,"0, 0, 0, []",0,0,0
6383,359694106,FUL,FUL,"26, 26, 0, []",26,26,0
6396,361268105,GK,GK,"22, 22, 0, []",22,22,0
6406,361448103,GATX,GATX,"27, 27, 0, []",27,27,0
6419,363576109,AJG,AJG,"26, 26, 0, []",26,26,0
6432,87901J105,TGNA,TGNA,"27, 27, 0, []",27,27,0
6444,364760108,GPS,GPS,"26, 26, 0, []",26,26,0
6457,007800105,AJRD,AJRD,"27, 27, 6, ['19', '20', '05', '17', '18', '08']",27,27,6
6469,368684106,GNDIF,GNDIF,"0, 0, 0, []",0,0,0
6480,368710406,DNA,DNA,"15, 15, 2, ['02', '05']",15,15,2
6482,368802104,GAM,GAM,"0, 0, 0, []",0,0,0
6495,369487608,GNRD,GNRD,"11, 11, 2, ['09', '10']",11,11,2
6498,58405Y302,MCLN,MCLN,"7, 7, 1, ['08']",7,7,1
6503,369550108,GD,GD,"27, 27, 0, []",27,27,0
6516,369604103,GE,GE,"27, 27, 3, ['07', '06', '05']",27,27,3
6528,369622006,GE1,GE1,"0, 0, 0, []",0,0,0
6544,36165A102,JOB,JOB,"16, 16, 1, ['10']",16,16,1
6557,370334104,GIS,GIS,"26, 26, 0, []",26,26,0
6570,02005N100,ALLY,ALLY,"27, 27, 3, ['03', '01', '04']",27,27,3
6590,37045V100,GM,GM,"11, 11, 0, []",11,11,0
6603,285661104,EDS.,EDS.,"0, 0, 0, []",0,0,0
6604,784635104,SPXC,SPXC,"27, 27, 0, []",27,27,0
6617,371532102,GCO,GCO,"26, 26, 0, []",26,26,0
6630,371601204,3GENBB,3GENBB,"0, 0, 0, []",0,0,0
6631,371901109,GNTX,GNTX,"25, 25, 1, ['05']",25,25,1
6643,372460105,GPC,GPC,"27, 27, 8, ['96', '00', '99', '01', '98', '95', '94', '97']",27,27,8
6656,373334002,SO2,SO2,"0, 0, 0, []",0,0,0
6669,373730100,GRB,GRB,"17, 17, 2, ['09', '01']",17,17,2
6674,374297109,GTY,GTY,"22, 22, 2, ['09', '10']",22,22,2
6698,375175304,GIGA,GIGA,"22, 22, 0, []",22,22,0
6711,377316104,GLT,GLT,"27, 27, 0, []",27,27,0
6723,37733W105,GSK,GSK,"0, 0, 0, []",0,0,0
6736,95952L200,WSRC,WSRC,"0, 0, 0, []",0,0,0
6741,38068N306,GDRZF,GDRZF,"3, 3, 0, []",3,3,0
6753,381010107,GLDC,GLDC,"22, 22, 4, ['02', '07', '06', '08']",22,22,4
6763,96536P105,WTMK,WTMK,"10, 10, 0, []",10,10,0
6768,381370105,GV,GV,"24, 24, 4, ['04', '02', '03', '05']",24,24,4
6780,382388106,GR,GR,"18, 18, 1, ['03']",18,18,1
6785,382550101,GT,GT,"26, 26, 2, ['02', '03']",26,26,2
6798,383082104,GRC,GRC,"26, 26, 1, ['01']",26,26,1
6811,501570105,KYTH,KYTH,"3, 3, 0, []",3,3,0
6819,19399Z911,6283B,6283B,"0, 0, 0, []",0,0,0
6828,38388F108,GRA,GRA,"23, 23, 0, []",23,23,0
6841,384109104,GGG,GGG,"26, 26, 7, ['08', '04', '07', '06', '05', '03', '09']",26,26,7
6854,384556106,GHM,GHM,"24, 24, 0, []",24,24,0
6867,384802104,GWW,GWW,"27, 27, 0, []",27,27,0
6880,389375106,GTN,GTN,"24, 24, 0, []",24,24,0
6892,389406109,1737B,1737B,"0, 0, 0, []",0,0,0
6904,19399X916,6284B,6284B,"0, 0, 0, []",0,0,0
6907,29270D103,HEN.UN,HENUN,"0, 0, 0, []",0,0,0
6912,466135100,JFTSF,JFTSF,"0, 0, 0, []",0,0,0
6919,390064103,GAPTQ,GAPTQ,"0, 0, 0, []",0,0,0
6924,391064102,GNI,GNI,"20, 20, 0, []",20,20,0
6932,71903M209,PXFG,PXFG,"0, 0, 0, []",0,0,0
6941,021152202,ALSE,ALSE,"18, 18, 0, []",18,18,0
6948,397624107,GEF,GEF,"26, 26, 5, ['19', '16', '17', '15', '15']",26,26,5
6961,60935Y208,MGI,MGI,"16, 16, 0, []",16,16,0
6985,400095204,GRBEQ,GRBEQ,"0, 0, 0, []",0,0,0
6993,402629505,GLF,GLF,"21, 21, 18, ['06', '14', '12', '11', '09', '99', '98', '04', '15', '08', '05', '01', '03', '10', '07', '00', '13', '02']",21,21,18
7004,402479000,SO3,SO3,"0, 0, 0, []",0,0,0
7015,29364L003,ETR7,ETR7,"0, 0, 0, []",0,0,0
7023,403829104,GYRO,GYRO,"4, 4, 0, []",4,4,0
7044,404160103,HEIIQ,HEIIQ,"0, 0, 0, []",0,0,0
7051,404232100,HMG,HMG,"11, 11, 0, []",11,11,0
7063,01073B105,ASPT,ASPT,"9, 9, 0, []",9,9,0
7064,405752106,HALX,HALX,"14, 14, 0, []",14,14,0
7067,406216101,HAL,HAL,"27, 27, 11, ['09', '10', '98', '07', '95', '06', '97', '08', '19', '20', '96']",27,27,11
7080,406364406,HWG,HWG,"20, 20, 0, []",20,20,0
7087,410123103,JHS,JHS,"0, 0, 0, []",0,0,0
7100,410252100,HDLM,HDLM,"19, 19, 0, []",19,19,0
7106,40420K707,HKNI,HKNI,"22, 22, 1, ['09']",22,22,1
7114,031139207,AXRX,AXRX,"0, 0, 0, []",0,0,0
7120,65542H100,NRMH,NRMH,"0, 0, 0, []",0,0,0
7123,502431109,LHX,LHX,"27, 27, 4, ['01', '00', '03', '02']",27,27,4
7136,415864107,HSC,HSC,"27, 27, 2, ['06', '10']",27,27,2
7148,417119104,HTMXQ,HTMXQ,"0, 0, 0, []",0,0,0
7149,418056107,HAS,HAS,"27, 27, 8, ['01', '97', '95', '94', '98', '96', '00', '99']",27,27,8
7162,019330109,AMOT,AMOT,"25, 25, 0, []",25,25,0
7174,419596101,HVT,HVT,"26, 26, 0, []",26,26,0
7187,419866009,HE1,HE1,"0, 0, 0, []",0,0,0
7199,419870100,HE,HE,"27, 27, 0, []",27,27,0
7211,420261109,HWKN,HWKN,"25, 25, 0, []",25,25,0
7224,421906108,HCSG,HCSG,"25, 25, 16, ['07', '04', '01', '98', '02', '11', '06', '10', '08', '99', '09', '12', '05', '00', '97', '03']",25,25,16
7236,95040Q104,WELL,WELL,"26, 26, 0, []",26,26,0
7262,859241101,STRL,STRL,"25, 25, 0, []",25,25,0
7274,422704106,HL,HL,"26, 26, 0, []",26,26,0
7287,422806109,HEI,HEI,"25, 25, 0, []",25,25,0
7300,500754106,KHC,KHC,"5, 5, 0, []",5,5,0
7314,G4388N106,HELE,HELE,"23, 23, 1, ['07']",23,23,1
7327,423452101,HP,HP,"26, 26, 0, []",26,26,0
7340,423630102,HMENF,HMENF,"0, 0, 0, []",0,0,0
7353,427056106,HPC,HPC,"15, 15, 4, ['08', '07', '06', '04']",15,15,4
7354,427398102,HRLY,HRLY,"16, 16, 0, []",16,16,0
7358,427866108,HSY,HSY,"27, 27, 1, ['08']",27,27,1
7371,42806J106,HTZ,HTZ,"4, 4, 0, []",4,4,0
7383,40434L105,HPQ,HPQ,"27, 27, 0, []",27,27,0
7396,428291108,HXL,HXL,"27, 27, 0, []",27,27,0
7409,22511P100,CRAWA,CRAWA,"20, 20, 0, []",20,20,0
7421,431475102,HRC,HRC,"27, 27, 1, ['02']",27,27,1
7434,43300A203,HLT,HLT,"7, 7, 0, []",7,7,0
7447,433578507,HTHIY,HTHIY,"0, 0, 0, []",0,0,0
7460,436106108,HFC,HFC,"26, 26, 26, ['00', '17', '05', '14', '16', '15', '19', '98', '07', '11', '94', '12', '95', '09', '02', '08', '97', '20', '13', '96', '99', '06', '18', '01', '04', '10']",26,26,26
7472,72348Y105,PNK,PNK,"2, 2, 0, []",2,2,0
7483,436434104,HOOB,HOOB,"11, 11, 0, []",11,11,0
7484,437076102,HD,HD,"26, 26, 0, []",26,26,0
7497,43739D307,HOFD,HOFD,"23, 23, 0, []",23,23,0
7509,404251100,HNI,HNI,"26, 26, 3, ['10', '07', '08']",26,26,3
7522,438128308,HMC,HMC,"0, 0, 0, []",0,0,0
7535,439104209,HPHWQ,HPHWQ,"0, 0, 0, []",0,0,0
7546,440452100,HRL,HRL,"26, 26, 0, []",26,26,0
7559,85590A401,HOT,HOT,"21, 21, 0, []",21,21,0
7568,404280000,HBC1,HBC1,"0, 0, 0, []",0,0,0
7588,15189T107,CNP,CNP,"19, 19, 0, []",19,19,0
7600,442487401,HOV,HOV,"27, 27, 14, ['95', '04', '99', '15', '00', '03', '96', '05', '02', '97', '01', '98', '94', '06']",27,27,14
7613,917286205,UBA,UBA,"23, 23, 6, ['00', '98', '07', '12', '99', '08']",23,23,6
7639,443510607,HUBB,HUBB,"27, 27, 0, []",27,27,0
7652,444218101,HBAYF,HBAYF,"0, 0, 0, []",0,0,0
7665,445658107,JBHT,JBHT,"27, 27, 0, []",27,27,0
7678,446150104,HBAN,HBAN,"26, 26, 0, []",26,26,0
7704,447324104,HURC,HURC,"25, 25, 8, ['09', '11', '08', '06', '12', '07', '10', '05']",25,25,8
7717,448407106,HTCH,HTCH,"22, 22, 0, []",22,22,0
7726,448451104,HBP,HBP,"21, 21, 1, ['12']",21,21,1
7738,448814004,4300A,4300A,"0, 0, 0, []",0,0,0
7750,449001106,HYDI,HYDI,"4, 4, 0, []",4,4,0
7756,71343P200,PAS,PAS,"11, 11, 0, []",11,11,0
7759,449293109,ICOC,ICOC,"15, 15, 3, ['06', '05', '07']",15,15,3
7762,44949L105,IEC,IEC,"24, 24, 1, ['08']",24,24,1
7775,53215T106,LPHIQ,LPHIQ,"7, 7, 2, ['09', '08']",7,7,2
7783,232674507,CYPB,CYPB,"15, 15, 0, []",15,15,0
7786,05491N104,BBX,BBX,"26, 26, 0, []",26,26,0
7810,45073V108,ITT,ITT,"27, 27, 8, ['13', '17', '18', '15', '14', '16', '19', '20']",27,27,8
7822,754907103,RYN,RYN,"27, 27, 0, []",27,27,0
7846,451107106,IDA,IDA,"22, 22, 0, []",22,22,0
7859,452308109,ITW,ITW,"27, 27, 0, []",27,27,0
7872,87960W104,TLGT,TLGT,"21, 21, 0, []",21,21,0
7884,452848401,IPII,IPII,"16, 16, 0, []",16,16,0
7889,452907108,IMMU,IMMU,"26, 26, 1, ['05']",26,26,1
7901,453038408,IMO,IMO,"19, 19, 1, ['02']",19,19,1
7913,45499X001,AEP2,AEP2,"0, 0, 0, []",0,0,0
7925,92240G101,VVC,VVC,"19, 19, 4, ['07', '09', '08', '06']",19,19,4
7936,44949K107,IEHC,IEHC,"11, 11, 1, ['10']",11,11,1
7962,783754104,RYI,RYI,"8, 8, 0, []",8,8,0
7974,973257108,WGEI,WGEI,"0, 0, 0, []",0,0,0
7979,457647105,INVX,INVX,"14, 14, 0, []",14,14,0
7982,00770F104,AEGN,AEGN,"25, 25, 2, ['06', '07']",25,25,2
7994,880915103,TRA,TRA,"17, 17, 12, ['98', '94', '97', '02', '01', '04', '95', '99', '00', '05', '03', '96']",17,17,12
7997,398433102,GFF,GFF,"26, 26, 3, ['94', '95', '96']",26,26,3
8010,458095106,INTE.,INTE.,"0, 0, 0, []",0,0,0
8011,458118106,IDTI,IDTI,"25, 25, 0, []",25,25,0
8023,458140100,INTC,INTC,"27, 27, 1, ['20']",27,27,1
8036,45816D100,INS,INS,"19, 19, 1, ['03']",19,19,1
8049,45779C107,INRD,INRD,"0, 0, 0, []",0,0,0
8061,61745P874,ICB,ICB,"0, 0, 0, []",0,0,0
8072,360921209,FBNIQ,FBNIQ,"0, 0, 0, []",0,0,0
8078,458661204,ITDN,ITDN,"12, 12, 1, ['09']",12,12,1
8091,458665304,TILE,TILE,"27, 27, 2, ['06', '07']",27,27,2
8103,74624H103,PSWS,PSWS,"0, 0, 0, []",0,0,0
