,cusip,tic,ticker,extraction_info,totals,extracted,errors
125693,27829F108,EXG,EXG,"0, 0, 0, []",0,0,0
125706,018829101,NIE,NIE,"0, 0, 0, []",0,0,0
125719,97717W562,EES,EES,"0, 0, 0, []",0,0,0
125732,97717W588,EPS,EPS,"0, 0, 0, []",0,0,0
125745,97717W554,EEZ,EEZ,"0, 0, 0, []",0,0,0
125748,97717W547,QSY,QSY,"0, 0, 0, []",0,0,0
125761,97717W570,EZM,EZM,"0, 0, 0, []",0,0,0
125774,97717W596,EXT,EXT,"0, 0, 0, []",0,0,0
125787,1248XC101,CBMDF,CBMDF,"0, 0, 0, []",0,0,0
125790,81370J100,GLS.U,GLSU,"0, 0, 0, []",0,0,0
125792,60870N209,MOLOF,MOLOF,"0, 0, 0, []",0,0,0
125801,146102108,CARE,CARE,"0, 0, 0, []",0,0,0
125821,965424104,WMK.,WMK,"27, 27, 3, ['04', '05', '10']",27,27,3
125828,695459107,PAET,PAET,"5, 5, 0, []",5,5,0
125832,675227102,OKN,OKN,"0, 0, 0, []",0,0,0
125833,46137V837,PDP,PDP,"0, 0, 0, []",0,0,0
125846,18383Q200,EEW,EEW,"0, 0, 0, []",0,0,0
125847,18383Q101,EEN,EEN,"0, 0, 0, []",0,0,0
125852,76680V108,REI,REI,"11, 11, 0, []",11,11,0
125861,59751U100,MIDLF,MIDLF,"0, 0, 0, []",0,0,0
125869,686164302,OREXQ,OREXQ,"10, 10, 0, []",10,10,0
125879,723464301,PINN,PINN,"3, 3, 3, ['08', '10', '09']",3,3,3
125882,089750509,BBND,BBND,"4, 4, 0, []",4,4,0
125886,46431C105,ICDXF,ICDXF,"0, 0, 0, []",0,0,0
125899,46430W102,ISDJF,ISDJF,"0, 0, 0, []",0,0,0
125912,46431F108,ISHAF,ISHAF,"0, 0, 0, []",0,0,0
125925,46527C100,ITP,ITP,"12, 12, 0, []",12,12,0
125937,069744100,TPUTQ,TPUTQ,"0, 0, 0, []",0,0,0
125939,752182105,RLOGQ,RLOGQ,"10, 10, 0, []",10,10,0
125950,865646103,SUMR,SUMR,"12, 12, 0, []",12,12,0
125962,922042775,VEU,VEU,"0, 0, 0, []",0,0,0
125975,80007P869,SD,SD,"13, 13, 1, ['08']",13,13,1
125987,983982208,XSELY,XSELY,"0, 0, 0, []",0,0,0
125990,42226E885,HHA,HHA,"0, 0, 0, []",0,0,0
125991,42226E307,HHK,HHK,"0, 0, 0, []",0,0,0
125992,42226E869,HRD,HRD,"0, 0, 0, []",0,0,0
125993,42226E760,HHQ,HHQ,"0, 0, 0, []",0,0,0
125994,42226E851,HHU,HHU,"0, 0, 0, []",0,0,0
125995,42226E802,HHM,HHM,"0, 0, 0, []",0,0,0
125996,42226E877,HHN,HHN,"0, 0, 0, []",0,0,0
125997,42226E604,HHZ,HHZ,"0, 0, 0, []",0,0,0
125998,42226E208,HHR.1,HHR,"0, 0, 0, []",0,0,0
125999,16411Q101,CQP,CQP,"13, 13, 13, ['19', '10', '12', '15', '09', '16', '11', '13', '17', '20', '14', '18', '08']",13,13,13
126011,98959T101,ZNBR,ZNBR,"0, 0, 0, []",0,0,0
126015,58439W108,TVH,TVH,"0, 0, 0, []",0,0,0
126017,11133T103,BR,BR,"13, 13, 0, []",13,13,0
126030,13201A107,ABCD,ABCD,"9, 9, 0, []",9,9,0
126041,25531P109,PEQ.,PEQ,"0, 0, 0, []",0,0,0
126047,89025E103,TCM,TCM,"0, 0, 0, []",0,0,0
126051,464288588,MBB,MBB,"0, 0, 0, []",0,0,0
126064,45569C101,IPUB,IPUB,"0, 0, 0, []",0,0,0
126068,29759R102,ETELY,ETELY,"1, 1, 0, []",1,1,0
126070,21727L101,CIR.,CIR,"20, 20, 0, []",20,20,0
126076,76123U105,RGDXQ,RGDXQ,"0, 0, 0, []",0,0,0
126084,058785106,BLQN,BLQN,"0, 0, 0, []",0,0,0
126091,917001109,UFEFF,UFEFF,"0, 0, 0, []",0,0,0
126097,G4095J109,GLRE,GLRE,"13, 13, 0, []",13,13,0
126121,007867104,AQSFF,AQSFF,"0, 0, 0, []",0,0,0
126127,33735C106,FHO,FHO,"0, 0, 0, []",0,0,0
126131,20823Y108,GFT.UN,GFTUN,"0, 0, 0, []",0,0,0
126135,25253X207,DMAC,DMAC,"0, 0, 0, []",0,0,0
126144,30065X106,EXGYF,EXGYF,"0, 0, 0, []",0,0,0
126152,80349A208,SAR,SAR,"13, 13, 0, []",13,13,0
126165,78463X400,GXC,GXC,"0, 0, 0, []",0,0,0
126178,78463X301,GMF,GMF,"0, 0, 0, []",0,0,0
126191,78463X806,GAF,GAF,"0, 0, 0, []",0,0,0
126201,78463X608,GUR,GUR,"0, 0, 0, []",0,0,0
126211,78463X509,SPEM,SPEM,"0, 0, 0, []",0,0,0
126224,02078A100,HDS.2,HDS,"6, 6, 0, []",6,6,0
126225,78463X707,GML,GML,"9, 9, 1, ['03']",9,9,1
126235,31931U102,FRBA,FRBA,"0, 0, 0, []",0,0,0
126251,40163P103,GUESF,GUESF,"0, 0, 0, []",0,0,0
126258,83172F203,HEAT,HEAT,"11, 11, 0, []",11,11,0
126268,32093Y007,FE5,FE5,"0, 0, 0, []",0,0,0
126275,102102100,MXX.Z,MXXZ,"0, 0, 0, []",0,0,0
126276,815802103,SGOZF,SGOZF,"0, 0, 0, []",0,0,0
126286,565851102,MAR.Z,MARZ,"0, 0, 0, []",0,0,0
126289,802501106,MEJ,MEJ,"0, 0, 0, []",0,0,0
126291,94987C103,EOD,EOD,"0, 0, 0, []",0,0,0
126304,92912J102,IAE,IAE,"0, 0, 0, []",0,0,0
126316,67090X107,JCE,JCE,"0, 0, 0, []",0,0,0
126329,98951C106,NXT.2,NXT,"0, 0, 0, []",0,0,0
126330,09255D104,BFD,BFD,"0, 0, 0, []",0,0,0
126332,M87095119,SPCB,SPCB,"0, 0, 0, []",0,0,0
126344,245535109,DLNO,DLNO,"0, 0, 0, []",0,0,0
126356,Y11082206,CPLP,CPLP,"0, 0, 0, []",0,0,0
126368,464288687,PFF,PFF,"0, 0, 0, []",0,0,0
126381,18383M837,BES,BES,"0, 0, 0, []",0,0,0
126382,18383M779,OTR,OTR,"0, 0, 0, []",0,0,0
126387,18383M852,BST.2,BST,"0, 0, 0, []",0,0,0
126388,18383M738,CZG,CZG,"0, 0, 0, []",0,0,0
126389,46137Y401,CZA,CZA,"0, 0, 0, []",0,0,0
126402,18383M811,XGC,XGC,"0, 0, 0, []",0,0,0
126407,18383M845,BMV,BMV,"0, 0, 0, []",0,0,0
126408,09260D107,BX,BX,"13, 13, 0, []",13,13,0
126433,42226E703,HHG,HHG,"0, 0, 0, []",0,0,0
126434,42226E810,HRJ,HRJ,"0, 0, 0, []",0,0,0
126435,61022P100,TYPE,TYPE,"12, 12, 0, []",12,12,0
126447,17243V102,CNK,CNK,"13, 13, 0, []",13,13,0
126459,12477X106,CAI,CAI,"13, 13, 0, []",13,13,0
126471,641252101,NGSX,NGSX,"5, 5, 0, []",5,5,0
126476,87874R100,TTGT,TTGT,"12, 12, 0, []",12,12,0
126489,09064M204,BIOD,BIOD,"0, 0, 0, []",0,0,0
126498,74973U101,RBS.,RBS,"0, 0, 0, []",0,0,0
126508,226378107,CMLP,CMLP,"9, 9, 0, []",9,9,0
126516,890088107,TOMO,TOMO,"4, 4, 0, []",4,4,0
126520,433538105,HIRE,HIRE,"1, 1, 0, []",1,1,0
126521,825211105,SHOR,SHOR,"11, 11, 1, ['10']",11,11,1
126532,82859P104,SCR,SCR,"0, 0, 0, []",0,0,0
126538,921937793,BLV,BLV,"0, 0, 0, []",0,0,0
126551,921937835,BND,BND,"0, 0, 0, []",0,0,0
126564,921937827,BSV,BSV,"0, 0, 0, []",0,0,0
126577,921937819,BIV,BIV,"0, 0, 0, []",0,0,0
126590,46431G205,CYSXF,CYSXF,"0, 0, 0, []",0,0,0
126603,464288513,HYG,HYG,"0, 0, 0, []",0,0,0
126616,28099Y934,EMY,EMY,"0, 0, 0, []",0,0,0
126617,15117P102,CBMG,CBMG,"13, 13, 1, ['14']",13,13,1
126624,683750103,OPNT,OPNT,"12, 12, 0, []",12,12,0
126634,58403T107,MEDH,MEDH,"0, 0, 0, []",0,0,0
126636,00767C106,AVOI,AVOI,"0, 0, 0, []",0,0,0
126648,127608107,CDK.H,CDKH,"0, 0, 0, []",0,0,0
126653,90390R109,USGCF,USGCF,"0, 0, 0, []",0,0,0
126654,02145W309,ANRGF,ANRGF,"0, 0, 0, []",0,0,0
126662,372476101,GEOI,GEOI,"10, 10, 0, []",10,10,0
126667,912318300,UNG,UNG,"0, 0, 0, []",0,0,0
126680,42226E505,HRW,HRW,"0, 0, 0, []",0,0,0
126681,112216106,LCS.,LCS,"0, 0, 0, []",0,0,0
126693,55376A875,XMF.A,XMFA,"0, 0, 0, []",0,0,0
126706,708062104,PNNT,PNNT,"13, 13, 0, []",13,13,0
126732,26144M400,DRWIQ,DRWIQ,"0, 0, 0, []",0,0,0
126743,74972L102,RRR.2,RRR,"4, 4, 0, []",4,4,0
126748,14964U108,CAVM,CAVM,"11, 11, 0, []",11,11,0
126759,90350U100,USRM,USRM,"12, 12, 0, []",12,12,0
126771,45784P101,PODD,PODD,"13, 13, 0, []",13,13,0
126783,66987P201,NBY,NBY,"12, 12, 1, ['09']",12,12,1
126795,71646R309,PTVYF.1,PTVYF,"0, 0, 0, []",0,0,0
126805,617477104,EDD,EDD,"0, 0, 0, []",0,0,0
126818,76340N207,RVC.,RVC,"0, 0, 0, []",0,0,0
126820,90290L103,USGT,USGT,"0, 0, 0, []",0,0,0
126823,46629U107,JMP,JMP,"5, 5, 0, []",5,5,0
126847,292764107,ENOC,ENOC,"10, 10, 0, []",10,10,0
126857,45667G103,INFN,INFN,"13, 13, 0, []",13,13,0
126869,Y64202123,OCNF,OCNF,"0, 0, 0, []",0,0,0
126873,92644D100,VRY,VRY,"0, 0, 0, []",0,0,0
126875,G2554F113,COV,COV,"8, 8, 0, []",8,8,0
126883,H84989104,TEL,TEL,"13, 13, 0, []",13,13,0
126896,18383M795,SCV.,SCV,"0, 0, 0, []",0,0,0
126897,78463X889,SPDW,SPDW,"0, 0, 0, []",0,0,0
126910,18383M829,MCG.4,MCG,"0, 0, 0, []",0,0,0
126911,78463X871,GWX,GWX,"0, 0, 0, []",0,0,0
126924,00302L108,AWP,AWP,"0, 0, 0, []",0,0,0
126937,67090N109,JGT,JGT,"0, 0, 0, []",0,0,0
126944,14964W104,CVAT,CVAT,"0, 0, 0, []",0,0,0
126951,42326R109,HLCSQ,HLCSQ,"0, 0, 0, []",0,0,0
126956,82968A105,SIRT,SIRT,"1, 1, 0, []",1,1,0
126957,85528P108,STAR.2,STAR,"21, 21, 1, ['20']",21,21,1
126959,G50871105,JAZZ,JAZZ,"13, 13, 0, []",13,13,0
126971,12499P008,0044A,0044A,"0, 0, 0, []",0,0,0
126978,08171T102,BNCL,BNCL,"7, 7, 2, ['09', '08']",7,7,2
127002,92189F403,RSX,RSX,"0, 0, 0, []",0,0,0
127015,65542W206,NORNQ,NORNQ,"8, 8, 0, []",8,8,0
127024,00767E102,AEGR,AEGR,"6, 6, 1, ['16']",6,6,1
127033,54619P104,LABC,LABC,"8, 8, 2, ['13', '12']",8,8,2
127049,53261M104,LLNW,LLNW,"13, 13, 0, []",13,13,0
127062,004854204,ATV,ATV,"0, 0, 0, []",0,0,0
127074,G73031109,QXMCF,QXMCF,"0, 0, 0, []",0,0,0
127078,464288554,FNIO,FNIO,"0, 0, 0, []",0,0,0
127085,46435G342,REM,REM,"10, 10, 0, []",10,10,0
127098,464288521,USRT,USRT,"0, 0, 0, []",0,0,0
127111,464288562,REZ,REZ,"0, 0, 0, []",0,0,0
127124,464288547,RTL.5,RTL,"0, 0, 0, []",0,0,0
127131,171077407,CDXC,CDXC,"0, 0, 0, []",0,0,0
127140,812218105,SHCMF,SHCMF,"0, 0, 0, []",0,0,0
127148,254709108,DFS,DFS,"13, 13, 0, []",13,13,0
127172,65699F931,NAEY.1,NAEY,"0, 0, 0, []",0,0,0
127179,92189F502,SMOG,SMOG,"0, 0, 0, []",0,0,0
127192,06739F184,EROTF,EROTF,"0, 0, 0, []",0,0,0
127216,71647C103,PGPXF,PGPXF,"0, 0, 0, []",0,0,0
127229,11138T108,BVWN,BVWN,"0, 0, 0, []",0,0,0
127239,448629105,HYCT,HYCT,"0, 0, 0, []",0,0,0
127247,33735K108,FTC,FTC,"0, 0, 0, []",0,0,0
127260,33734G108,FRI,FRI,"0, 0, 0, []",0,0,0
127273,33734X119,FXG,FXG,"0, 0, 0, []",0,0,0
127286,33733F101,FAD,FAD,"0, 0, 0, []",0,0,0
127299,33734X176,FXL,FXL,"0, 0, 0, []",0,0,0
127312,33734X135,FXO,FXO,"0, 0, 0, []",0,0,0
127325,33734X184,FXU,FXU,"0, 0, 0, []",0,0,0
127338,33734Y109,FYX,FYX,"0, 0, 0, []",0,0,0
127351,33733C108,FAB,FAB,"0, 0, 0, []",0,0,0
127364,33734X168,FXZ,FXZ,"0, 0, 0, []",0,0,0
127377,33734X150,FXR,FXR,"0, 0, 0, []",0,0,0
127390,33734X127,FXN,FXN,"0, 0, 0, []",0,0,0
127403,33734X143,FXH,FXH,"0, 0, 0, []",0,0,0
127416,33734X101,FXD,FXD,"0, 0, 0, []",0,0,0
127429,33735J101,FTA,FTA,"0, 0, 0, []",0,0,0
127442,33734K109,FEX,FEX,"0, 0, 0, []",0,0,0
127455,33735B108,FNX,FNX,"0, 0, 0, []",0,0,0
127468,33733G109,FGB,FGB,"0, 0, 0, []",0,0,0
127481,657280202,NHAWF,NHAWF,"0, 0, 0, []",0,0,0
127489,73044W104,POETF,POETF,"0, 0, 0, []",0,0,0
127497,74532B107,PUGB,PUGB,"0, 0, 0, []",0,0,0
127509,83421A104,SLH,SLH,"9, 9, 0, []",9,9,0
127518,33733A102,FNI,FNI,"0, 0, 0, []",0,0,0
127531,33733B100,FIW,FIW,"0, 0, 0, []",0,0,0
127544,33733E807,FCG,FCG,"0, 0, 0, []",0,0,0
127557,736401100,STACF,STACF,"0, 0, 0, []",0,0,0
127566,46138E263,CGW,CGW,"0, 0, 0, []",0,0,0
127579,M8484K109,LIMS,LIMS,"0, 0, 0, []",0,0,0
127581,025576109,AETI,AETI,"0, 0, 0, []",0,0,0
127593,45822W308,ILNS,ILNS,"0, 0, 0, []",0,0,0
127601,650149107,NWYU,NWYU,"0, 0, 0, []",0,0,0
127606,16942X302,CSUNY,CSUNY,"0, 0, 0, []",0,0,0
127615,46433J108,CEW.,CEW,"0, 0, 0, []",0,0,0
127628,21727U101,CPM.U,CPMU,"0, 0, 0, []",0,0,0
127635,24379J200,DEER,DEER,"5, 5, 0, []",5,5,0
127640,N31010106,EURX,EURX,"0, 0, 0, []",0,0,0
127643,65500B103,NRTSF,NRTSF,"0, 0, 0, []",0,0,0
127654,784732109,SBN.,SBN,"4, 4, 0, []",4,4,0
127666,198851107,BUS,BUS,"0, 0, 0, []",0,0,0
127668,26959U406,EHECF,EHECF,"0, 0, 0, []",0,0,0
127674,46428G200,XCS.,XCS,"0, 0, 0, []",0,0,0
127687,46430F109,ISJSF,ISJSF,"0, 0, 0, []",0,0,0
127700,46430R202,XSU.,XSU,"0, 0, 0, []",0,0,0
127713,50183L107,LDKYQ,LDKYQ,"0, 0, 0, []",0,0,0
127721,G93205113,VTGDF,VTGDF,"0, 0, 0, []",0,0,0
127737,695779108,PDPYF,PDPYF,"0, 0, 0, []",0,0,0
127745,716438106,PAR.Z,PARZ,"0, 0, 0, []",0,0,0
127747,87288V101,TSSI,TSSI,"13, 13, 3, ['08', '10', '09']",13,13,3
127759,007639107,AGC,AGC,"0, 0, 0, []",0,0,0
127770,092524107,BGY,BGY,"0, 0, 0, []",0,0,0
127783,260537105,DPO,DPO,"0, 0, 0, []",0,0,0
127790,74964Q101,RAF.,RAF,"0, 0, 0, []",0,0,0
127792,723653101,HNW,HNW,"0, 0, 0, []",0,0,0
127805,30049B105,ILED,ILED,"0, 0, 0, []",0,0,0
127812,232429100,CYLU,CYLU,"10, 10, 0, []",10,10,0
127820,05550X100,BLF.UN,BLFUN,"0, 0, 0, []",0,0,0
127824,257055202,DOMK,DOMK,"0, 0, 0, []",0,0,0
127830,35901T102,FRO.UN,FROUN,"0, 0, 0, []",0,0,0
127837,00401G109,URGYF,URGYF,"0, 0, 0, []",0,0,0
127847,78464A672,SPTI,SPTI,"0, 0, 0, []",0,0,0
127860,78468R663,BIL,BIL,"0, 0, 0, []",0,0,0
127873,78464A649,SPAB,SPAB,"0, 0, 0, []",0,0,0
127886,78464A656,SPIP,SPIP,"0, 0, 0, []",0,0,0
127899,78464A664,SPTL,SPTL,"0, 0, 0, []",0,0,0
127912,709762108,PPLXF,PPLXF,"0, 0, 0, []",0,0,0
127925,861923100,STAQ,STAQ,"0, 0, 0, []",0,0,0
127927,458483203,ICLK.1,ICLK,"0, 0, 0, []",0,0,0
127931,42226E794,HHT.1,HHT,"0, 0, 0, []",0,0,0
127932,46430V104,CMOXF,CMOXF,"0, 0, 0, []",0,0,0
127945,97717W331,DRW,DRW,"0, 0, 0, []",0,0,0
127958,48723P109,KDMP,KDMP,"0, 0, 0, []",0,0,0
127964,827458100,SVBL,SVBL,"15, 15, 9, ['15', '13', '18', '20', '17', '16', '19', '14', '12']",15,15,9
127974,361793201,GLGLF,GLGLF,"0, 0, 0, []",0,0,0
127986,92554T103,VIAP,VIAP,"9, 9, 0, []",9,9,0
127990,92143B100,VDMRF,VDMRF,"0, 0, 0, []",0,0,0
127998,98584B202,YGEHY,YGEHY,"0, 0, 0, []",0,0,0
128010,03753Q105,PEX.2,PEX,"2, 2, 1, ['08']",2,2,1
128012,296651102,ESPAF,ESPAF,"0, 0, 0, []",0,0,0
128024,00165C104,AMC,AMC,"7, 7, 0, []",7,7,0
128034,88822Q103,TIPT,TIPT,"13, 13, 0, []",13,13,0
128058,36246K103,GRX,GRX,"0, 0, 0, []",0,0,0
128070,31944C107,FISB,FISB,"0, 0, 0, []",0,0,0
128084,052660107,AUTH,AUTH,"5, 5, 0, []",5,5,0
128089,64111N101,NZ.1,NZ,"3, 3, 0, []",3,3,0
128093,46433D101,CLMNF,CLMNF,"0, 0, 0, []",0,0,0
128101,08660V105,HFU.,HFU,"0, 0, 0, []",0,0,0
128114,08660X101,HZBBF,HZBBF,"0, 0, 0, []",0,0,0
128127,766883102,RINO,RINO,"0, 0, 0, []",0,0,0
128130,73936T409,PEH,PEH,"0, 0, 0, []",0,0,0
128132,46138E214,IDHQ,IDHQ,"0, 0, 0, []",0,0,0
128145,46138E651,PIO,PIO,"0, 0, 0, []",0,0,0
128158,73936T102,PUA,PUA,"0, 0, 0, []",0,0,0
128160,46138G847,PBD,PBD,"0, 0, 0, []",0,0,0
128173,50047M101,KOMUF,KOMUF,"0, 0, 0, []",0,0,0
128175,96169B100,WWAY,WWAY,"5, 5, 0, []",5,5,0
128180,16941X105,CKUN,CKUN,"0, 0, 0, []",0,0,0
128186,81733D105,SPMLF,SPMLF,"0, 0, 0, []",0,0,0
128199,464288448,IDV,IDV,"0, 0, 0, []",0,0,0
128212,09746Y105,BZ,BZ,"6, 6, 1, ['08']",6,6,1
128218,007556103,AXC.1,AXC,"2, 2, 0, []",2,2,0
128220,89621T108,TLLYF,TLLYF,"0, 0, 0, []",0,0,0
128223,125599100,CXC.1,CXC,"0, 0, 0, []",0,0,0
128227,31862W101,FAI.Z,FAIZ,"0, 0, 0, []",0,0,0
128229,08661A100,HED.,HED,"0, 0, 0, []",0,0,0
128242,08660Y109,HZBRF,HZBRF,"0, 0, 0, []",0,0,0
128255,46428Y102,CBLZF,CBLZF,"0, 0, 0, []",0,0,0
128268,46429U109,XGRO.,XGRO,"0, 0, 0, []",0,0,0
128281,16944H107,CIIC.1,CIIC,"0, 0, 0, []",0,0,0
128285,78131P201,RUGGF,RUGGF,"0, 0, 0, []",0,0,0
128290,G4645B101,HHT,HHT,"0, 0, 0, []",0,0,0
128302,78463X798,BIK,BIK,"0, 0, 0, []",0,0,0
128311,84756N109,SEP,SEP,"11, 11, 0, []",11,11,0
128322,23767P109,DDUP,DDUP,"2, 2, 0, []",2,2,0
128324,74346Y103,PRO,PRO,"13, 13, 1, ['12']",13,13,1
128337,55277J108,MFGLQ,MFGLQ,"0, 0, 0, []",0,0,0
128347,46138E750,PAF,PAF,"0, 0, 0, []",0,0,0
128359,46138E743,PXF,PXF,"0, 0, 0, []",0,0,0
128372,73936T755,PEF,PEF,"0, 0, 0, []",0,0,0
128375,73936T698,PJO,PJO,"0, 0, 0, []",0,0,0
128378,18383M787,KSF,KSF,"0, 0, 0, []",0,0,0
128379,46138E271,LVL,LVL,"0, 0, 0, []",0,0,0
128392,87164U201,SYN,SYN,"19, 19, 1, ['18']",19,19,1
128404,40053G106,GGA,GGA,"2, 2, 0, []",2,2,0
128406,37948T103,GBA.,GBA,"0, 0, 0, []",0,0,0
128407,08661P107,HZRZF,HZRZF,"0, 0, 0, []",0,0,0
128420,08661V104,HZNSF,HZNSF,"0, 0, 0, []",0,0,0
128433,88079F107,TRAGF,TRAGF,"0, 0, 0, []",0,0,0
128445,20564W105,SCOR,SCOR,"11, 11, 0, []",11,11,0
128457,849415203,SPRD,SPRD,"0, 0, 0, []",0,0,0
128463,092533108,BKCC,BKCC,"15, 15, 0, []",15,15,0
128487,18383Q309,EXB,EXB,"0, 0, 0, []",0,0,0
128490,18383Q408,JNR,JNR,"0, 0, 0, []",0,0,0
128491,46138E305,ENY,ENY,"0, 0, 0, []",0,0,0
128503,12811L107,CHW,CHW,"0, 0, 0, []",0,0,0
128516,246060107,DEX,DEX,"0, 0, 0, []",0,0,0
128529,23317C103,DCW,DCW,"0, 0, 0, []",0,0,0
128532,23339T209,DRP,DRP,"0, 0, 0, []",0,0,0
128536,55312N106,MTP.2,MTP,"0, 0, 0, []",0,0,0
128541,67073G105,JTD,JTD,"0, 0, 0, []",0,0,0
128554,46132R104,VTA,VTA,"0, 0, 0, []",0,0,0
128567,92241M107,FOOD,FOOD,"4, 4, 0, []",4,4,0
128571,34961F102,FTPLF,FTPLF,"0, 0, 0, []",0,0,0
128583,64151V203,VDO.H,VDOH,"0, 0, 0, []",0,0,0
128592,G21125102,CNWHF,CNWHF,"0, 0, 0, []",0,0,0
128604,21750U101,CPPMF,CPPMF,"0, 0, 0, []",0,0,0
128616,71922F102,PHOS,PHOS,"0, 0, 0, []",0,0,0
128620,03077A109,GKA,GKA,"0, 0, 0, []",0,0,0
128621,03077A505,GKE,GKE,"0, 0, 0, []",0,0,0
128622,03077A307,GKC,GKC,"0, 0, 0, []",0,0,0
128623,03077A406,GKD,GKD,"0, 0, 0, []",0,0,0
128624,03077A208,GKB,GKB,"0, 0, 0, []",0,0,0
128625,17193Z004,FIATY1,FIATY1,"0, 0, 0, []",0,0,0
128633,371847203,GWWCF,GWWCF,"0, 0, 0, []",0,0,0
128638,97424P108,WLOLQ,WLOLQ,"0, 0, 0, []",0,0,0
128641,98400P104,XCRP,XCRP,"2, 2, 0, []",2,2,0
128645,18383M761,CLV.1,CLV,"0, 0, 0, []",0,0,0
128646,74732T106,QNTO,QNTO,"0, 0, 0, []",0,0,0
128668,868650102,SAX.Z,SAXZ,"0, 0, 0, []",0,0,0
128670,04624G102,GURAF,GURAF,"0, 0, 0, []",0,0,0
128676,42333M101,HLIX,HLIX,"0, 0, 0, []",0,0,0
128677,09265M102,BLOG,BLOG,"1, 1, 0, []",1,1,0
128678,92827P102,VRTU,VRTU,"12, 12, 0, []",12,12,0
128691,836091108,SDBT,SDBT,"6, 6, 0, []",6,6,0
128697,403641103,GVMUF,GVMUF,"0, 0, 0, []",0,0,0
128709,092382100,BLKLF,BLKLF,"0, 0, 0, []",0,0,0
128718,53261T109,LIMC,LIMC,"2, 2, 0, []",2,2,0
128720,574795100,MASI,MASI,"13, 13, 0, []",13,13,0
128732,42833L108,HGGGQ,HGGGQ,"9, 9, 0, []",9,9,0
128742,00950V101,AIRV,AIRV,"3, 3, 0, []",3,3,0
128745,20605P101,CXO,CXO,"13, 13, 0, []",13,13,0
128758,219636107,CROJF,CROJF,"0, 0, 0, []",0,0,0
128770,82967M100,SRBCF,SRBCF,"0, 0, 0, []",0,0,0
128778,36191U106,GTATQ,GTATQ,"6, 6, 0, []",6,6,0
128786,761565506,REXXQ,REXXQ,"0, 0, 0, []",0,0,0
128797,18383Q705,CRO,CRO,"12, 12, 0, []",12,12,0
128800,46138G854,HGI,HGI,"0, 0, 0, []",0,0,0
128812,74039H102,PRED,PRED,"0, 0, 0, []",0,0,0
128814,228432209,CWOI,CWOI,"0, 0, 0, []",0,0,0
128816,42226E828,HHP,HHP,"0, 0, 0, []",0,0,0
128817,97717W315,DEM,DEM,"0, 0, 0, []",0,0,0
128830,78075G100,ROGP,ROGP,"0, 0, 0, []",0,0,0
128833,88630M104,TPIY,TPIY,"0, 0, 0, []",0,0,0
128841,71714F104,PMC,PMC,"10, 10, 0, []",10,10,0
128851,92927K102,WBC,WBC,"13, 13, 0, []",13,13,0
128863,88103M102,TCRRF,TCRRF,"0, 0, 0, []",0,0,0
128870,04685W103,ATHN,ATHN,"11, 11, 0, []",11,11,0
128881,21727V109,CBB.UN,CBBUN,"0, 0, 0, []",0,0,0
128883,92834E306,VGMIF,VGMIF,"0, 0, 0, []",0,0,0
128894,23331S100,DHX,DHX,"13, 13, 6, ['15', '12', '11', '14', '13', '16']",13,13,6
128907,29255V201,EBTX,EBTX,"5, 5, 0, []",5,5,0
128917,09625U109,BKEP,BKEP,"12, 12, 0, []",12,12,0
128929,217712207,COYNQ,COYNQ,"0, 0, 0, []",0,0,0
128934,68557K109,OWW,OWW,"8, 8, 0, []",8,8,0
128942,01973R101,ALSN,ALSN,"8, 8, 0, []",8,8,0
128953,593057102,MXSG,MXSG,"0, 0, 0, []",0,0,0
128960,98884U108,ZAGG,ZAGG,"11, 11, 0, []",11,11,0
128972,783727407,RPMGF,RPMGF,"0, 0, 0, []",0,0,0
128979,829392307,SINT,SINT,"6, 6, 4, ['16', '18', '19', '17']",6,6,4
128987,25659P402,DOLNQ,DOLNQ,"0, 0, 0, []",0,0,0
128993,G3922B107,G,G,"13, 13, 0, []",13,13,0
129006,09064N103,BIOAF,BIOAF,"0, 0, 0, []",0,0,0
129014,G9319H102,VR,VR,"11, 11, 0, []",11,11,0
129036,98607B106,YONG,YONG,"7, 7, 2, ['09', '08']",7,7,2
129043,M97613109,VOLT.2,VOLT,"24, 24, 1, ['09']",24,24,1
129046,71372U104,PWRD,PWRD,"0, 0, 0, []",0,0,0
129054,921943858,VEA,VEA,"0, 0, 0, []",0,0,0
129067,550021109,LULU,LULU,"12, 12, 0, []",12,12,0
129080,40167F101,GOF,GOF,"0, 0, 0, []",0,0,0
129093,19248M103,INB,INB,"15, 15, 0, []",15,15,0
129105,27829G106,ETJ,ETJ,"0, 0, 0, []",0,0,0
129118,18383Q887,ROB,ROB,"0, 0, 0, []",0,0,0
129121,112497102,BRKC,BRKC,"0, 0, 0, []",0,0,0
129122,98880A106,ZTR.H,ZTRH,"0, 0, 0, []",0,0,0
129130,11838Y100,BUKHF,BUKHF,"0, 0, 0, []",0,0,0
129135,16943B200,CSGJ,CSGJ,"0, 0, 0, []",0,0,0
129143,76721A204,RYOOF,RYOOF,"0, 0, 0, []",0,0,0
129151,171326101,CHUM,CHUM,"8, 8, 0, []",8,8,0
129155,00509R106,ASF.,ASF,"0, 0, 0, []",0,0,0
129159,23248L107,CYDEQ,CYDEQ,"0, 0, 0, []",0,0,0
129163,16946V104,CWEY,CWEY,"0, 0, 0, []",0,0,0
129166,464288422,WPS,WPS,"0, 0, 0, []",0,0,0
